  IBGE / SINAN — Municípios Notificadores  |  Brasil (Dados Fictícios);;;;;;;;;;;;;
COD_IBGE;MUNICIPIO;UF;ESTADO;REGIAO;POPULACAO;AREA_KM2;DENSIDADE_HAB_KM2;TOTAL_CASOS;CASOS_GRAVES;OBITOS;INCIDENCIA_100K;TX_LETALIDADE_PCT;ANO_REF
4440410;Goiânia;GO;Goiás;CO;8.669.473;2.205,1;3.931,6;129.841;2.361;85;1.497,7;0,07%;2023
6048133;Várzea Grande;MT;Mato Grosso;CO;10.548.109;4.697,8;2.245,3;127.128;6.028;72;1.205,2;0,06%;2000
3567284;Rio de Janeiro;RJ;Rio de Janeiro;SE;10.137.926;13.204,5;767,8;25.392;630;5;250,5;0,02%;2016
9485991;Santos;SP;São Paulo;SE;7.453.994;5.891,2;1.265,3;78.623;2.694;106;1.054,8;0,13%;2003
5366631;Joinville;SC;Santa Catarina;S;10.288.407;10.235,7;1.005,1;161.784;2.813;28;1.572,5;0,02%;2021
3377099;Campinas;SP;São Paulo;SE;11.038.438;3.648,2;3.025,7;194.422;10.105;121;1.761,3;0,06%;2016
5856148;Caxias;MA;Maranhão;NE;11.207.387;1.545,3;7.252,6;129.227;4.140;60;1.153,1;0,05%;2018
8784019;Fortaleza;CE;Ceará;NE;7.002.362;12.211,7;573,4;7.332;198;1;104,7;0,01%;2004
6079496;Fortaleza;CE;Ceará;NE;579.826;9.694,4;59,8;10.156;372;13;1.751,6;0,13%;2021
8850178;Caruaru;PE;Pernambuco;NE;7.697.839;4.189,7;1.837,3;93.781;3.754;131;1.218,3;0,14%;2005
9808972;Serra;ES;Espírito Santo;SE;6.561.588;7.720,0;849,9;39.689;1.234;37;604,9;0,09%;2005
3349469;Petrolina;PE;Pernambuco;NE;4.677.772;11.785,2;396,9;39.705;2.597;19;848,8;0,05%;2021
7317003;São José;SC;Santa Catarina;S;7.922.690;9.107,3;869,9;151.005;7.929;180;1.906,0;0,12%;2005
5349090;Tangará da Serra;MT;Mato Grosso;CO;2.179.340;10.481,6;207,9;38.058;1.175;31;1.746,3;0,08%;2018
1753785;Fortaleza;CE;Ceará;NE;503.294;12.787,9;39,4;3.796;59;0;754,2;0,00%;2005
6430103;Canoas;RS;Rio Grande do Sul;S;3.892.505;14.720,9;264,4;31.013;506;18;796,7;0,06%;2023
8047372;Rio Verde;GO;Goiás;CO;1.087.947;975,8;1.114,9;3.751;45;1;344,8;0,03%;2008
1494247;Caxias;MA;Maranhão;NE;2.928.363;4.851,3;603,6;29.459;962;38;1.006,0;0,13%;2022
4350987;Coari;AM;Amazonas;N;3.291.602;3.824,8;860,6;37.498;882;27;1.139,2;0,07%;2014
4226188;Sobral;CE;Ceará;NE;1.451.147;8.752,5;165,8;21.910;345;2;1.509,8;0,01%;2020
7032432;Belo Horizonte;MG;Minas Gerais;SE;6.853.563;8.546,0;802,0;89.315;1.886;57;1.303,2;0,06%;2002
9324443;Santa Maria;RS;Rio Grande do Sul;S;3.197.967;12.494,4;256,0;54.236;2.083;36;1.696,0;0,07%;2018
3313134;Coari;AM;Amazonas;N;1.134.668;6.611,2;171,6;12.324;769;19;1.086,1;0,15%;2020
6003418;Montes Claros;MG;Minas Gerais;SE;1.701.039;1.813,0;938,2;3.373;155;2;198,3;0,06%;2007
5217487;Serra;ES;Espírito Santo;SE;6.558.268;10.563,9;620,8;41.382;2.817;21;631,0;0,05%;2002
9686567;Parintins;AM;Amazonas;N;10.263.028;7.525,7;1.363,7;162.174;2.172;63;1.580,2;0,04%;2012
8901711;Petrópolis;RJ;Rio de Janeiro;SE;4.421.298;9.815,8;450,4;44.308;1.563;18;1.002,1;0,04%;2001
3336875;Porto Alegre;RS;Rio Grande do Sul;S;3.434.466;8.229,0;417,4;43.202;2.827;79;1.257,9;0,18%;2023
4953000;Porto Alegre;RS;Rio Grande do Sul;S;8.288.480;1.140,0;7.270,6;159.908;8.344;265;1.929,3;0,17%;2018
2187207;Guarulhos;SP;São Paulo;SE;6.991.351;8.992,3;777,5;21.127;1.336;29;302,2;0,14%;2019
1700297;Contagem;MG;Minas Gerais;SE;1.753.857;582,2;3.012,5;14.761;723;14;841,6;0,09%;2016
1359758;Feira de Santana;BA;Bahia;NE;936.728;444,0;2.109,7;17.504;813;14;1.868,6;0,08%;2006
9089526;Cuiabá;MT;Mato Grosso;CO;882.771;5.837,5;151,2;4.103;146;2;464,8;0,05%;2012
8347629;Belo Horizonte;MG;Minas Gerais;SE;1.987.586;13.462,3;147,6;23.054;498;10;1.159,9;0,04%;2011
4892874;Campinas;SP;São Paulo;SE;1.551.349;8.849,8;175,3;13.535;742;26;872,5;0,19%;2007
1768056;Cascavel;PR;Paraná;S;257.956;13.105,2;19,7;465;6;0;180,3;0,00%;2007
1733490;Contagem;MG;Minas Gerais;SE;5.278.157;5.277,5;1.000,1;32.013;2.237;21;606,5;0,07%;2020
3053134;Maracanaú;CE;Ceará;NE;11.023.757;1.198,2;9.200,3;142.513;3.185;94;1.292,8;0,07%;2008
4695807;Blumenau;SC;Santa Catarina;S;7.449.397;10.711,4;695,5;144.547;3.983;111;1.940,4;0,08%;2011
6349565;Santarém;PA;Pará;N;11.714.666;8.144,2;1.438,4;14.155;435;8;120,8;0,06%;2003
5693994;Manacapuru;AM;Amazonas;N;1.324.106;3.093,1;428,1;17.071;406;12;1.289,2;0,07%;2004
7247667;Vitória;ES;Espírito Santo;SE;2.389.714;586,2;4.076,6;45.766;1.666;52;1.915,1;0,11%;2007
9370278;Rio de Janeiro;RJ;Rio de Janeiro;SE;574.334;4.091,0;140,4;6.294;176;6;1.095,9;0,10%;2018
7441381;Guarulhos;SP;São Paulo;SE;8.318.719;331,8;25.071,5;100.837;3.694;47;1.212,2;0,05%;2012
8232405;Caucaia;CE;Ceará;NE;8.941.732;831,3;10.756,3;8.206;348;5;91,8;0,06%;2009
6640806;Ribeirão Preto;SP;São Paulo;SE;4.412.568;12.163,1;362,8;28.382;1.573;26;643,2;0,09%;2018
8282586;Chapecó;SC;Santa Catarina;S;7.181.085;11.750,1;611,2;14.973;875;21;208,5;0,14%;2023
9971807;Anápolis;GO;Goiás;CO;7.784.282;6.386,3;1.218,9;148.977;8.363;117;1.913,8;0,08%;2023
4996784;Maracanaú;CE;Ceará;NE;2.220.456;13.620,3;163,0;17.982;272;3;809,8;0,02%;2008
6662853;Santarém;PA;Pará;N;9.589.176;5.949,3;1.611,8;71.898;2.279;63;749,8;0,09%;2019
1207016;Cascavel;PR;Paraná;S;2.093.515;4.638,1;451,4;21.036;1.265;43;1.004,8;0,20%;2021
1289686;Timon;MA;Maranhão;NE;7.388.453;182,6;40.462,5;94.037;3.649;126;1.272,8;0,13%;2001
1982890;Cariacica;ES;Espírito Santo;SE;9.731.576;14.085,6;690,9;159.993;6.893;264;1.644,1;0,17%;2008
5328638;Imperatriz;MA;Maranhão;NE;4.640.933;3.930,1;1.180,9;16.675;394;4;359,3;0,02%;2015
1831808;Chapecó;SC;Santa Catarina;S;3.911.596;1.761,0;2.221,2;24.150;1.233;43;617,4;0,18%;2001
